City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
466,breckenridge,32.7557,-98.9023,24.11,41,0,6.69,US,1699046517
467,alice town,25.7167,-79.3,24.97,80,100,11.84,BS,1699046517
468,tarancon,40.0085,-3.0073,8.44,86,72,7.6,ES,1699046335
469,derzhavinsk,51.1,66.3167,7.98,87,100,5.56,KZ,1699046517
470,khuzdar,27.7384,66.6434,18.5,29,82,1.72,PK,1699046517
471,sambava,-14.2667,50.1667,24.21,88,100,0.48,MG,1699046518
472,aars,56.804,9.5144,9.88,93,91,5.24,DK,1699046518
473,white river,-25.3318,31.0117,16.82,88,100,3.6,ZA,1699046518
474,konarka,19.9,86.1167,25.22,83,69,1.18,IN,1699046518
475,cheney,47.4874,-117.5758,12.92,77,75,2.06,US,1699046518
476,petauke,-14.2426,31.3253,21.42,43,36,4.51,ZM,1699046519
477,zouerate,22.7187,-12.4521,24.99,28,0,2.92,MR,1699046484
478,oromocto,45.8351,-66.4792,8.08,57,20,6.17,CA,1699046519
479,hillegom,52.2833,4.5833,8.96,85,20,7.72,NL,1699046519
480,fuding,27.3273,120.214,20.61,96,98,0.49,CN,1699046519
481,lugulu,0.3936,34.3053,17.9,97,100,1.06,KE,1699046520
482,miyaly,48.8844,53.7836,10.88,47,100,2.55,KZ,1699046520
483,piton saint-leu,-21.2196,55.3151,21.89,94,100,1.03,RE,1699046520
484,urangan,-25.3,152.9,21.75,69,9,3.78,AU,1699046520
485,puquio,-14.7,-74.1333,16.18,34,23,4.2,PE,1699046521
486,behbahan,30.5959,50.2417,21.83,56,0,0.8,IR,1699046521
487,grand rapids,42.9634,-85.6681,13.39,62,100,7.2,US,1699046339
488,kushiro,42.975,144.3747,11.95,88,100,1.69,JP,1699046521
489,nema,57.5067,50.5011,-1.67,90,11,2.82,RU,1699046522
490,yinchuan,38.4681,106.2731,11.14,29,100,1.73,CN,1699046522
491,beau vallon,-20.4189,57.6953,23.45,88,20,2.57,MU,1699046522
492,gao,16.6362,1.637,28.98,14,1,3.27,ML,1699046523
493,ramhormoz,31.28,49.6035,24.34,46,0,2.52,IR,1699046523
494,la ronge,55.1001,-105.2842,-3.86,68,100,0.0,CA,1699046523
495,angra do heroismo,38.65,-27.2167,20.06,89,75,3.13,PT,1699046524
496,at-bashi,41.1702,75.8106,1.34,36,8,0.99,KG,1699046524
497,hidrolandia,-4.4081,-40.4378,34.98,26,92,2.53,BR,1699046524
498,mogocha,53.7333,119.7667,-16.59,53,0,0.56,RU,1699046525
499,domat,46.8348,9.4508,2.55,95,83,2.44,CH,1699046525
500,aral,40.5156,81.2636,10.54,23,0,3.12,CN,1699046525
501,ordynskoye,54.3656,81.8994,-9.68,89,100,4.79,RU,1699046526
502,kone,-21.0595,164.8658,24.79,63,87,1.55,NC,1699046526
503,malvan,16.0667,73.4667,26.7,63,98,2.6,IN,1699046527
504,acapulco de juarez,16.8634,-99.8901,29.54,69,66,2.85,MX,1699046349
505,jaisalmer,26.9147,70.9181,27.76,23,100,2.44,IN,1699046527
506,shahrak,34.1074,64.3052,5.48,32,99,1.42,AF,1699046528
507,saint-pierre,-21.3393,55.4781,23.65,94,100,1.03,RE,1699046528
508,richards bay,-28.783,32.0377,19.45,80,100,7.48,ZA,1699046529
509,mumbwa,-14.9783,27.0619,22.06,48,48,3.23,ZM,1699046529
510,greymouth,-42.4667,171.2,13.04,87,78,2.71,NZ,1699046529
511,cabagan,17.4333,121.75,23.43,95,69,0.52,PH,1699046530
512,taro,-8.3862,115.28,22.0,94,24,0.42,ID,1699046530
513,hauterive,46.0901,3.4459,7.42,90,68,2.85,FR,1699046531
514,cartagena,10.3997,-75.5144,29.79,70,20,3.09,CO,1699046493
515,levuka,50.1834,-105.4011,0.85,80,75,5.66,CA,1699046531
516,sos'va,59.1766,61.8558,1.14,85,99,4.92,RU,1699046531
517,guane,22.2025,-84.0875,28.28,69,92,6.76,CU,1699046241
518,balashov,51.5502,43.1667,4.31,72,73,2.92,RU,1699046532
519,pacific grove,36.6177,-121.9166,28.97,24,0,3.09,US,1699046532
520,armavir,44.9892,41.1234,12.78,87,87,2.97,RU,1699046533
521,cururupu,-1.8283,-44.8683,27.33,76,34,2.2,BR,1699046533
522,pariaman,-0.619,100.12,25.03,91,100,1.05,ID,1699046533
523,mecitozu,40.52,35.2953,8.27,59,4,1.79,TR,1699046534
524,la mira,18.035,-102.3266,29.77,71,85,2.98,MX,1699046534
525,ponce,18.073,-66.6185,29.23,70,3,4.77,PR,1699046534
526,sur,22.5667,59.5289,25.61,67,91,4.05,OM,1699046535
527,mili,6.0815,171.735,28.38,75,28,5.41,MH,1699046535
528,ravar,31.2656,56.8055,15.17,61,40,0.62,IR,1699046535
529,tregunc,47.85,-3.85,12.05,75,99,6.9,FR,1699046536
530,ejea de los caballeros,42.1263,-1.1372,8.12,70,74,1.75,ES,1699046536
531,mims,28.6653,-80.8448,26.11,61,75,4.63,US,1699046523
532,gamay,12.3854,125.2979,26.46,88,74,2.71,PH,1699046537
533,ivanteyevka,55.9711,37.9208,2.3,93,4,2.68,RU,1699046537
534,port macquarie,-31.4333,152.9167,16.61,88,54,1.31,AU,1699046537
535,paracuru,-3.41,-39.0306,27.84,78,75,5.69,BR,1699046538
536,senahu,15.4,-89.8333,17.46,83,100,1.46,GT,1699046539
537,santo antonio do ica,-3.1022,-67.9397,34.03,49,97,1.16,BR,1699046539
538,sao jose da coroa grande,-8.8978,-35.1478,26.37,77,79,4.63,BR,1699046539
539,fort bragg,35.139,-79.006,18.08,29,0,0.0,US,1699046540
540,pacocha,-17.5833,-71.3333,20.08,68,100,2.06,PE,1699046540
541,bonga,7.2833,36.2333,16.43,98,100,0.51,ET,1699046540
542,hobyo,5.3505,48.5268,27.3,81,49,4.08,SO,1699046541
543,hami,42.8,93.45,6.31,31,80,5.39,CN,1699046541
544,anqiu,36.4342,119.1925,10.48,65,100,0.24,CN,1699046541
545,nueva gerona,21.8833,-82.8,27.24,78,93,9.98,CU,1699046542
546,lang son,21.8333,106.7333,20.95,97,15,0.93,VN,1699046542
547,howard springs,-12.497,131.047,26.95,89,6,1.5,AU,1699046542
548,gillette,44.2911,-105.5022,12.84,52,100,4.63,US,1699046543
549,malanje,-9.5402,16.341,18.39,93,23,1.54,AO,1699046543
550,sumbawa besar,-8.5,117.4333,22.67,89,37,1.8,ID,1699046543
551,bardai,11.65,7.2333,24.66,27,8,2.89,NG,1699046543
552,blagoveshchenka,52.8333,79.8667,-5.81,83,100,5.55,RU,1699046544
553,alvaraes,-3.2208,-64.8042,32.93,45,97,0.97,BR,1699046544
554,isangel,-19.55,169.2667,27.06,74,75,2.06,VU,1699046544
555,semporna,4.4818,118.6112,26.06,84,100,2.18,MY,1699046545
556,menongue,-14.6585,17.691,21.36,55,32,1.88,AO,1699046545
557,coahuayana de hidalgo,18.7,-103.6583,31.94,61,36,2.41,MX,1699046546
558,banikoara,11.2985,2.4386,27.49,27,9,2.44,BJ,1699046546
559,mermoz boabab,14.7065,-17.4758,26.88,89,0,0.0,SN,1699046546
560,zinjibar,13.1287,45.3807,27.07,74,67,4.45,YE,1699046547
561,opuwo,-18.0607,13.84,22.6,31,48,2.78,NA,1699046547
562,antsiranana,-12.2787,49.2917,24.87,88,54,3.76,MG,1699046547
563,dunbar,38.3606,-81.7374,18.73,25,20,4.63,US,1699046548
564,sandpoint,48.2766,-116.5533,12.46,85,100,2.57,US,1699046548
565,port mathurin,-19.6833,63.4167,24.32,79,94,5.13,MU,1699046548
566,kamloops,50.6665,-120.3192,6.55,81,100,0.0,CA,1699046549
567,salaqi,40.5414,110.5108,5.66,43,65,0.51,CN,1699046549
568,port blair,11.6667,92.75,26.02,89,40,1.03,IN,1699046550
569,ketchikan,55.3422,-131.6461,9.26,93,100,2.57,US,1699046550
570,parambu,-6.2111,-40.6944,29.69,42,29,3.06,BR,1699046550
571,korsholm,63.1142,21.6822,0.97,97,100,4.12,FI,1699046335
572,rosarito,32.3333,-117.0333,29.95,43,0,4.52,MX,1699046319
573,itoman,26.1247,127.6694,23.43,85,40,2.06,JP,1699046551
574,sosnovo-ozerskoye,52.5249,111.5418,-14.12,61,16,0.53,RU,1699046552
575,eagle mountain,40.3141,-112.0069,18.99,34,71,2.24,US,1699046552
576,chom thong,18.4174,98.6743,24.14,94,79,0.77,TH,1699046552
